gene,gene_original,PLS1_z,PLS2_z
FAM200B,FAM200B,-9.536434,-1.057453
FAM109B,FAM109B,3.639597,-1.057559
S100A7L2,S100A7L2,2.90567,-1.05756
SUV39H2,SUV39H2,9.111713,-1.057717
UTP3,UTP3,-0.031419,-1.057991
PEX11A,PEX11A,-1.964606,-1.058436
NUP58,NUPL1,4.962713,-1.058712
OCIAD1,OCIAD1,3.408785,-1.059091
CFHR1,CFHR1,0.629225,-1.059348
KLHL7,KLHL7,1.53294,-1.059488
ZNF692,ZNF692,14.301233,-1.059546
NPAP1,C15orf2,2.044415,-1.059642
PEX19,PEX19,-13.775666,-1.060168
TCTA,TCTA,-14.50917,-1.061051
GON4L,GON4L,9.721968,-1.06116
ADAM20,ADAM20,8.42484,-1.061167
MED24,MED24,-8.643421,-1.062655
TLR4,TLR4,-12.048468,-1.06292
DPPA5,DPPA5,-3.403088,-1.063027
TRIB1,TRIB1,-6.388018,-1.063035
GTF2E2,GTF2E2,-6.516871,-1.063745
GABRG1,GABRG1,-10.74326,-1.063977
ASXL1,ASXL1,1.792116,-1.064228
PCDHGB8P,PCDHGB8P,8.867772,-1.0646
SEC23B,SEC23B,-5.783023,-1.064692
PFDN4,PFDN4,1.361283,-1.065117
RP11-82I10.1,RP11-82I10.1,4.181999,-1.065494
RPS4Y2,RPS4Y2,-3.672659,-1.065662
PDZD11,PDZD11,-2.295307,-1.06586
EYA4,EYA4,18.560055,-1.066307
CEMP1,CEMP1,0.483085,-1.066502
NKX2-2,NKX2-2,2.541414,-1.067116
OR10G4,OR10G4,-1.124593,-1.067188
GUSBP3,GUSBP3,5.266575,-1.06753
MGC4294,MGC4294,-2.328649,-1.067557
FAM22F,FAM22F,1.748491,-1.068188
IL17F,IL17F,1.797446,-1.068694
LOC286238,LOC286238,2.981518,-1.070445
LOC100133131,LOC100133131,11.772712,-1.07058
D2HGDH,D2HGDH,-4.914569,-1.070691
SSR3,SSR3,-1.242708,-1.072119
NEXMIF,KIAA2022,-8.797787,-1.072215
NOMO1,NOMO1,-3.891595,-1.072594
ANKHD1,ANKHD1,4.224906,-1.072827
SSU72P1,SSU72P1,0.297888,-1.073099
BRD8,BRD8,0.861754,-1.07377
SYNGR4,SYNGR4,-1.161729,-1.073872
TBR1,TBR1,16.936866,-1.07397
DUX5,DUX5,2.62291,-1.073991
LIPG,LIPG,-4.886842,-1.074074
WDFY3,WDFY3,9.204427,-1.075466
C17orf77,C17orf77,5.476275,-1.075528
ZNF625,ZNF625,8.469056,-1.075608
DAG1,DAG1,-4.170209,-1.075611
DEFA4,DEFA4,1.781456,-1.075701
TRAK1,TRAK1,4.394788,-1.076481
LINC00334,LINC00334,-0.157714,-1.076623
FGF4,FGF4,3.826635,-1.07675
HDAC6,HDAC6,5.737448,-1.076874
C5,C5,-11.189218,-1.077655
LOC728650,LOC728650,-2.846709,-1.077965
RSRC2,RSRC2,-1.094788,-1.07808
AL109758.1,AL109758.1,5.556501,-1.078108
HSD17B6,HSD17B6,-11.750051,-1.07943
PNPLA7,PNPLA7,-1.679093,-1.079434
KIF26B,KIF26B,-6.929016,-1.079682
AC011427.1,AC011427.1,-10.19086,-1.080426
LOC100287987,LOC100287987,-8.124069,-1.080749
SLC50A1,RAG1AP1,3.743578,-1.081102
CYP4A22,CYP4A22,2.738065,-1.081134
B4GALT1,B4GALT1,-2.503014,-1.081446
PLD4,PLD4,-5.110521,-1.081599
GCFC2,C2orf3,2.244649,-1.081754
INMT,INMT,4.347796,-1.082769
PRDX4,PRDX4,-13.565625,-1.082851
LRRC26,LRRC26,3.183703,-1.083236
HOXA5,HOXA5,3.224892,-1.083735
PTGDS,PTGDS,-0.121224,-1.083742
ARL9,ARL9,-0.697647,-1.083863
CST11,CST11,0.971186,-1.084033
SDC4,SDC4,-6.461834,-1.08432
DLX6-AS1,DLX6-AS1,-4.80541,-1.084401
YAP1,YAP1,-7.779957,-1.084547
ATP1B1,ATP1B1,11.202268,-1.085347
KIAA1671,KIAA1671,3.988947,-1.085558
BTF3P11,BTF3P11,-0.296633,-1.086958
TBP,TBP,2.068608,-1.087228
CAMKMT,C2orf34,2.118941,-1.087872
GMCL1P1,GMCL1P1,7.83493,-1.088256
LAMP1,LAMP1,2.11061,-1.088494
PLAC1,PLAC1,4.632146,-1.08857
TSC22D1,TSC22D1,15.693272,-1.088913
CEP250,CEP250,3.444255,-1.089119
AC131238.1,AC131238.1,15.304363,-1.089161
SPTA1,SPTA1,2.047931,-1.089656
TBX5,TBX5,3.896316,-1.089673
HIST1H4B,HIST1H4B,8.708753,-1.090326
PITPNM2,PITPNM2,-11.366592,-1.091062
ZNF786,ZNF786,9.615083,-1.091508
RNASE2,RNASE2,1.031425,-1.091713
NKAPP1,NKAPP1,12.396825,-1.091921
AC004241.1,AC004241.1,-10.897334,-1.092003
PRPSAP1,PRPSAP1,4.514552,-1.092203
TBX10,TBX10,-2.910774,-1.092639
ART4,ART4,4.561097,-1.094431
MANBA,MANBA,-0.143897,-1.094826
FKBP11,FKBP11,0.294166,-1.09521
FAM226A,FAM226A,11.881096,-1.095278
GLUL,GLUL,-4.392001,-1.095787
KRT20,KRT20,3.381835,-1.096245
POLR3E,POLR3E,-0.921058,-1.096248
MDK,MDK,-14.549927,-1.096783
TRIR,C19orf43,8.722828,-1.096841
SERGEF,SERGEF,8.519554,-1.097695
GAR1,GAR1,-9.129757,-1.09793
UCHL1,UCHL1,-20.004044,-1.10039
FAM124B,FAM124B,-3.75354,-1.100477
SULT1A3,SULT1A3,7.729008,-1.100662
ZC3H15,ZC3H15,-10.657505,-1.101131
CEP41,TSGA14,4.6383,-1.103123
VEZF1,VEZF1,7.070997,-1.103965
GUSBP2,GUSBP2,5.448348,-1.104098
HDAC10,HDAC10,4.531182,-1.10443
TXNDC12,TXNDC12,0.117704,-1.104635
KRAS,KRAS,-4.419662,-1.10487
MYL4,MYL4,7.34634,-1.104873
KIAA0825,C5orf36,0.225483,-1.104928
C5orf46,C5orf46,2.940741,-1.105714
FBXO46,FBXO46,12.953357,-1.106275
AC008687.3,AC008687.3,4.16842,-1.106677
C9orf116,C9orf116,-8.239657,-1.106954
C1orf109,C1orf109,8.577656,-1.107097
S100A12,S100A12,4.112256,-1.107659
SYNE1,SYNE1,9.391058,-1.107829
DYNC2LI1,DYNC2LI1,-6.115499,-1.107842
SDHD,SDHD,3.905727,-1.108004
LOC286126,LOC286126,1.522726,-1.108222
SCLY,SCLY,6.968353,-1.109141
BMP10,BMP10,2.460744,-1.10943
CHST1,CHST1,-11.976377,-1.109579
COG3,COG3,3.16144,-1.110126
PDAP1,PDAP1,-0.045459,-1.110181
SPATA32,C17orf46,3.043682,-1.110306
TMEM132E,TMEM132E,14.338586,-1.110322
DYNLL1,DYNLL1,-19.047059,-1.110658
BZW1,BZW1,0.277274,-1.110672
ZBTB4,ZBTB4,8.852453,-1.110795
STX7,STX7,-6.466504,-1.111126
ANP32C,ANP32C,0.103947,-1.111391
CTNND2,CTNND2,-12.367547,-1.111405
MBOAT7,LENG4,-20.095815,-1.111531
HMGA2,HMGA2,2.410129,-1.111852
FLJ14107,FLJ14107,1.093235,-1.112154
AC018755.8,AC018755.8,3.326313,-1.11234
LOC100129616,LOC100129616,12.741341,-1.112372
LAMC2,LAMC2,1.127443,-1.112771
AOAH,AOAH,-8.143087,-1.112847
FJX1,FJX1,-3.917058,-1.11313
ZHX3,ZHX3,3.821318,-1.113922
OR2W1,OR2W1,4.004011,-1.114132
OR13A1,OR13A1,-4.499805,-1.114467
TRAPPC4,TRAPPC4,-7.481096,-1.114522
DEFB137,DEFB137,7.776653,-1.115008
SGIP1,SGIP1,3.250222,-1.115039
AC078802.1,AC078802.1,-3.27277,-1.1153
PEX13,PEX13,3.047489,-1.115342
OR10AD1,OR10AD1,2.066137,-1.11535
ARHGAP24,ARHGAP24,1.3204,-1.115365
LOC100287946,LOC100287946,-0.59757,-1.115441
SH3D19,SH3D19,1.495984,-1.115634
NDUFS5,NDUFS5,-6.275488,-1.115663
RASL11A,RASL11A,9.212073,-1.116588
MYCBP,MYCBP,3.830073,-1.117489
PPFIA4,PPFIA4,8.676946,-1.117587
OSGIN2,OSGIN2,9.567808,-1.117983
OR14C36,OR14C36,5.484033,-1.118568
LOC728153,LOC728153,4.357366,-1.118765
NAG18,NAG18,5.883265,-1.119135
DENND2A,DENND2A,-7.698211,-1.119975
CPNE7,CPNE7,-18.160452,-1.120103
PIM2,PIM2,-10.755348,-1.120298
TXLNB,TXLNB,-15.86079,-1.120365
TEX19,TEX19,2.419999,-1.12045
TAB1,MAP3K7IP1,2.768941,-1.120507
INPP5E,INPP5E,8.961617,-1.120695
CEPT1,CEPT1,0.080521,-1.121037
PPP2R3B,PPP2R3B,-9.209888,-1.121513
KCNA10,KCNA10,5.433728,-1.12172
DOCK3,DOCK3,7.661168,-1.121731
MIS18A,C21orf45,5.500527,-1.12203
NOA1,NOA1,4.261716,-1.122157
EXTL3,EXTL3,-1.50183,-1.123106
ZNF134,ZNF134,-0.92827,-1.123792
SIGLEC6,SIGLEC6,4.267851,-1.123974
RNF187,RNF187,0.257566,-1.124409
DMRTC2,DMRTC2,3.337729,-1.125182
LRRC75A,C17orf76,5.449467,-1.125352
TPPP,TPPP,0.658751,-1.125532
GRK4,GRK4,1.067639,-1.125552
DDX3X,DDX3X,13.637499,-1.126384
LOC729866,LOC729866,2.571369,-1.126708
DKKL1,DKKL1,3.346559,-1.12687
MON2,MON2,9.355754,-1.126931
TNFRSF10C,TNFRSF10C,0.409511,-1.127207
SNW1,SNW1,7.193984,-1.12773
HLA-DOB,HLA-DOB,4.86445,-1.128123
LIPK,LIPK,3.131736,-1.128267
ZNF583,ZNF583,1.769323,-1.128416
SPNS2,SPNS2,8.532602,-1.128449
AP003115.1,AP003115.1,10.132087,-1.128466
UGT2B28,UGT2B28,1.895436,-1.128524
GUCY1B2,GUCY1B2,2.827622,-1.128962
ASXL2,ASXL2,-3.983141,-1.129323
CEP170,CEP170,6.62248,-1.129705
FRAT2,FRAT2,11.668448,-1.129985
RIOX1,C14orf169,4.829413,-1.130172
OMG,OMG,4.327173,-1.130195
WDR41,WDR41,-0.885579,-1.130464
ZNF30,ZNF30,12.127741,-1.130769
SNF8,SNF8,-0.05329,-1.130824
TTC31,TTC31,7.934027,-1.130875
SP7,SP7,4.879687,-1.131013
RP11-14N7.2,RP11-14N7.2,-10.515845,-1.132376
G3BP2,G3BP2,0.84057,-1.133071
OVCH2,OVCH2,2.985621,-1.133533
EEFSEC,EEFSEC,-0.385177,-1.134723
ADRB2,ADRB2,-15.122486,-1.135339
ZMAT2,ZMAT2,-8.878518,-1.135656
XCL2,XCL2,-3.624567,-1.135758
HAT1,HAT1,5.027491,-1.136004
CYP11A1,CYP11A1,-9.705879,-1.136014
GDPD3,GDPD3,3.63748,-1.136193
TJP2,TJP2,-3.431064,-1.136427
SLC6A19,SLC6A19,-0.487945,-1.136434
GNAI2,GNAI2,-14.049169,-1.137704
NDUFA5,NDUFA5,6.090642,-1.137997
LOC440839,LOC440839,5.291687,-1.138266
MSRB3,MSRB3,14.552737,-1.138536
KRTAP9-3,KRTAP9-3,3.377851,-1.139022
FLJ35390,FLJ35390,0.793447,-1.139106
SSX9,SSX9,1.469938,-1.139826
PPP2R1B,PPP2R1B,0.179335,-1.139835
LOC100131479,LOC100131479,-0.702362,-1.139954
NBPF22P,NBPF22P,9.583864,-1.140029
C10orf67,C10orf67,-5.019297,-1.14064
LOC729213,LOC729213,-0.463473,-1.140789
EGLN2,EGLN2,-0.268094,-1.14148
COPZ1,COPZ1,-8.240934,-1.14157
CSAD,CSAD,-4.213719,-1.142516
TFAP2C,TFAP2C,3.926593,-1.142761
KIF26A,KIF26A,-1.677825,-1.14322
TCF7L1,TCF7L1,-8.507975,-1.143445
DOK5,DOK5,-4.24744,-1.143458
SEC61G,SEC61G,-10.231641,-1.143719
ZNF705A,ZNF705A,5.153251,-1.143962
GINS3,GINS3,-2.54418,-1.144473
CHMP4A,CHMP4A,-11.894339,-1.144749
NEAT1,NEAT1,10.979526,-1.144766
RAB11FIP3,RAB11FIP3,8.113435,-1.144878
LRRC14B,LRRC14B,2.23539,-1.144909
BAG4,BAG4,-1.924559,-1.145104
RAB40B,RAB40B,-7.305256,-1.145948
ADAMTSL4,ADAMTSL4,4.395758,-1.146093
MYO7B,MYO7B,-3.317282,-1.14647
LINC00310,LINC00310,1.786885,-1.147431
C20orf204,LINC00176,4.470311,-1.14831
NLRP11,NLRP11,1.970486,-1.148998
DPRXP4,DPRXP4,1.719915,-1.149028
PARP4,PARP4,7.033891,-1.149137
SLCO1B3,SLCO1B3,3.132926,-1.149341
FOXI2,FOXI2,3.081112,-1.150399
MKRN7P,MKRN7P,3.243032,-1.150901
SPECC1L,CYTSA,7.062503,-1.15109
ZNF229,ZNF229,-8.03036,-1.151391
TRIM64B,TRIM64B,3.519256,-1.151961
P2RX4,P2RX4,1.670152,-1.152003
DYNC1I2,DYNC1I2,1.446217,-1.152085
BBS1,BBS1,8.607268,-1.152583
VPS13B,VPS13B,6.039368,-1.153581
CAMSAP1,CAMSAP1,-6.805338,-1.153673
RSPO2,RSPO2,13.779369,-1.153801
TRIM77P,TRIM77P,1.759743,-1.154117
DCST1,DCST1,2.754271,-1.154289
BARD1,BARD1,1.522636,-1.155036
GJC1,GJC1,9.898548,-1.155452
HOMEZ,HOMEZ,6.443794,-1.155518
TEX13A,TEX13A,2.351981,-1.155622
SGSH,SGSH,-16.002839,-1.155823
C6orf89,C6orf89,-8.986379,-1.156926
ANKS1A,ANKS1A,13.786217,-1.15703
RP1-238O23.1,RP1-238O23.1,6.6376,-1.157235
MRPS35,MRPS35,0.319083,-1.157549
DECR1,DECR1,2.874314,-1.157714
CXCR6,CXCR6,1.362284,-1.157737
FAM110A,FAM110A,16.906924,-1.158386
RP11-566K11.2,RP11-566K11.2,-18.374577,-1.159469
OR4K15,OR4K15,3.584371,-1.159713
PLA2G3,PLA2G3,6.818612,-1.15985
LOC100134103,LOC100134103,-0.131221,-1.160066
OSBP,OSBP,5.955677,-1.16054
CHM,CHM,9.364154,-1.160566
KDM7A,JHDM1D,19.866274,-1.160589
VGLL1,VGLL1,2.546888,-1.160707
CCDC137,CCDC137,1.413887,-1.160826
GPT,GPT,-0.00355,-1.160888
LILRA2,LILRA2,0.54903,-1.160964
CREBRF,C5orf41,11.527458,-1.161825
TSGA10IP,TSGA10IP,2.844528,-1.161998
AMAC1,AMAC1,3.26254,-1.162479
OR8G5,OR8G5,4.339661,-1.162547
USP43,USP43,0.410213,-1.162798
BSN,BSN,-4.278697,-1.163009
PCOTH,C1QTNF9B-AS1,-3.659664,-1.163117
USP49,USP49,5.04079,-1.163243
HSD17B14,HSD17B14,-14.623695,-1.163609
SRSF7,SFRS7,1.037558,-1.163623
TMEM135,TMEM135,1.406119,-1.164084
AEBP1,AEBP1,-3.128394,-1.164604
TEX26,TEX26,0.764232,-1.165073
ADAL,ADAL,6.165077,-1.166677
SERPINA6,SERPINA6,3.211815,-1.167102
MYL9,MYL9,0.943178,-1.167371
IFNA2,IFNA2,2.962376,-1.167994
SPO11,SPO11,1.899063,-1.168187
NARS2,NARS2,2.115563,-1.168301
PSMA5,PSMA5,-10.545626,-1.16905
C1orf174,C1orf174,8.222433,-1.169054
RPS3AP47,RPS3AP47,-7.598868,-1.169127
MRPL30,MRPL30,-4.718851,-1.169693
CYTH3,CYTH3,13.831905,-1.169757
CADPS,CADPS,4.307427,-1.170079
MATN3,MATN3,6.017661,-1.170431
LOC100128302,LOC100128302,5.290356,-1.170707
NUDT10,NUDT10,-18.761362,-1.171096
TAX1BP3,TAX1BP3,-2.091026,-1.17128
TRIP12,TRIP12,-3.098219,-1.171367
HSPB9,HSPB9,13.224336,-1.17139
NCDN,NCDN,7.404978,-1.171511
C12orf61,C12orf61,1.485771,-1.171699
SLC25A30,SLC25A30,-6.274453,-1.17226
NEK4,NEK4,3.927305,-1.172758
GPR88,GPR88,-10.02203,-1.173079
SLFN11,SLFN11,2.511499,-1.173135
C1orf50,C1orf50,-19.035868,-1.173272
ISYNA1,ISYNA1,-10.865228,-1.173518
GNA13,GNA13,-4.357642,-1.173629
DTX2,DTX2,12.394589,-1.174158
PPIAP26,PPIAP26,2.012462,-1.174482
AIG1,AIG1,0.486268,-1.175127
F11,F11,-1.368303,-1.175547
SLC22A23,SLC22A23,10.45355,-1.175562
LOC729370,LOC729370,0.908698,-1.175668
TNFSF14,TNFSF14,1.701353,-1.175885
MRGPRX3,MRGPRX3,3.774123,-1.176285
PAX7,PAX7,4.778403,-1.176297
RP11-122A3.2,RP11-122A3.2,-3.922966,-1.176424
FLJ20518,FLJ20518,2.197529,-1.176729
ANKRD50,ANKRD50,-21.212718,-1.176799
OTUD4,OTUD4,-4.242363,-1.177211
GAL3ST2,GAL3ST2,3.769739,-1.177334
ZNF503-AS1,ZNF503-AS1,3.931037,-1.177488
C14orf105,C14orf105,2.697669,-1.177494
RPE,RPE,7.772265,-1.17785
SERPINE1,SERPINE1,3.374983,-1.178961
HOXD4,HOXD4,2.343894,-1.178976
OR51I1,OR51I1,-0.225082,-1.179001
C21ORF119,C21ORF119,-11.228033,-1.179274
DEFB124,DEFB124,-6.212081,-1.179678
NDUFA2,NDUFA2,-0.887108,-1.179695
ADM2,ADM2,7.67492,-1.180357
TIMELESS,TIMELESS,4.913896,-1.181074
RP5-988G15.1,RP5-988G15.1,-0.588094,-1.18134
FBXO4,FBXO4,-0.464776,-1.181608
PACSIN1,PACSIN1,-8.134413,-1.181917
DEPDC1B,DEPDC1B,0.00949,-1.183345
C15orf56,C15orf56,1.071583,-1.183505
IQCN,KIAA1683,3.292504,-1.183629
LOC442459,LOC442459,1.031134,-1.183633
S100A14,S100A14,-5.734633,-1.183913
PPP1R9A,PPP1R9A,5.885219,-1.184085
MYH9,MYH9,2.948037,-1.184366
SLC25A1,SLC25A1,-10.090179,-1.184404
AC074286.1,AC074286.1,1.727328,-1.184963
CHST6,CHST6,-1.918554,-1.185286
BAG1,BAG1,-1.725886,-1.185496
KCNJ10,KCNJ10,0.33716,-1.185572
CD63,CD63,-16.752264,-1.186776
LOC100290397,LOC100290397,5.34536,-1.187304
ZNF519,ZNF519,12.570452,-1.187527
LSG1,LSG1,-2.690658,-1.187573
KCNJ4,KCNJ4,0.593482,-1.188136
EMC4,TMEM85,-1.135488,-1.188247
UNC93A,UNC93A,1.995649,-1.188327
RNFT2,RNFT2,4.240761,-1.188442
CEACAM7,CEACAM7,8.638378,-1.188615
SYT14L,SYT14L,3.752959,-1.188829
PTPRD,PTPRD,14.191844,-1.188886
UHRF1BP1L,UHRF1BP1L,9.73265,-1.189348
AQP7P1,AQP7P1,3.722774,-1.189854
SLC25A31,SLC25A31,1.346411,-1.189881
HAS3,HAS3,12.55411,-1.19044
KRTAP4-6,KRTAP4-6,3.356434,-1.190688
SOCS1,SOCS1,3.380431,-1.190878
BASP1,BASP1,-3.652199,-1.190906
CEACAM18,CEACAM18,1.459626,-1.191051
SFXN3,SFXN3,-0.752115,-1.191273
TOMM70,TOMM70A,-1.962705,-1.191742
PARP14,PARP14,-1.554293,-1.192403
IFNL2,IL28A,-0.870925,-1.192578
CLCNKB,CLCNKB,-8.32326,-1.192733
ST3GAL1,ST3GAL1,-0.708232,-1.193456
IQCB1,IQCB1,2.291934,-1.194096
TANGO2,C22orf25,11.024142,-1.194183
PIN4,PIN4,-5.435405,-1.195381
C9orf128,C9orf128,1.672379,-1.195384
SHBG,SHBG,-9.207542,-1.195694
TTC37,TTC37,2.682696,-1.195708
SLC18A1,SLC18A1,1.359279,-1.196033
KRTAP24-1,KRTAP24-1,1.598887,-1.196463
PNPT1,PNPT1,8.688321,-1.197777
MAMSTR,MAMSTR,4.273005,-1.197853
ZNF704,ZNF704,-0.154815,-1.198686
MIR22HG,MIR22HG,5.474377,-1.198725
LOC728532,LOC728532,1.362881,-1.199042
NHP2,NHP2,-9.118358,-1.199222
ICAM1,ICAM1,-7.091564,-1.199876
LARS,LARS,7.067843,-1.200198
NPAS4,NPAS4,11.593814,-1.201243
AL033383.1,AL033383.1,1.643658,-1.201284
TMA16,C4orf43,7.14871,-1.201793
PTGER4,PTGER4,-11.071598,-1.201858
HMGN5,NSBP1,2.652015,-1.201886
PXDC1,C6orf145,-4.379638,-1.202075
PLEKHG4,PLEKHG4,1.478286,-1.202186
HNRNPKP3,HNRNPKP3,1.998154,-1.202536
DPY19L1P1,DPY19L1P1,11.270853,-1.20282
CRP,CRP,0.488081,-1.202893
ARSD,ARSD,-10.293249,-1.203307
MTA3,MTA3,-6.093202,-1.203685
TRIML2,TRIML2,-10.566294,-1.203921
UPK3B,UPK3B,5.108762,-1.203935
KRTAP10-2,KRTAP10-2,4.086708,-1.204131
HMX2,HMX2,4.007941,-1.205837
DOLPP1,DOLPP1,-3.468968,-1.206061
SCNN1G,SCNN1G,1.063633,-1.206167
FSIP2,FSIP2,4.062647,-1.206223
AWAT1,AWAT1,4.090813,-1.206832
GATAD1,GATAD1,6.957513,-1.207093
LILRP2,LILRP2,-0.751501,-1.207447
PCOLCE,PCOLCE,6.09067,-1.207576
SH3BGRL3,SH3BGRL3,-17.671596,-1.20773
LOC729164,LOC729164,3.036329,-1.207805
UNC13C,UNC13C,10.081112,-1.208208
MAN1A1,MAN1A1,-18.515924,-1.208235
LOC147727,LOC147727,-11.286469,-1.208236
PAEP,PAEP,0.830591,-1.208432
GSC,GSC,2.035728,-1.208463
TSPAN2,TSPAN2,-9.477826,-1.208662
DDX56,DDX56,3.839493,-1.208766
OLIG2,OLIG2,-0.015209,-1.208776
EFCC1,CCDC48,-4.028036,-1.210054
OVGP1,OVGP1,13.856613,-1.210236
LOC284072,LOC284072,-1.058481,-1.210981
LIME1,LIME1,4.270336,-1.211202
ST6GALNAC2,ST6GALNAC2,-4.874912,-1.211229
KIFC1,KIFC1,2.950804,-1.211477
RRH,RRH,7.608231,-1.212102
RNASE6,RNASE6,-9.688108,-1.212906
RNF216,RNF216,4.112834,-1.213424
TBC1D1,TBC1D1,9.545716,-1.21399
CEP76,CEP76,10.407657,-1.214092
HR44,HR44,3.530269,-1.214644
SIGLEC9,SIGLEC9,-2.120915,-1.214688
LSM2,LSM2,-3.28268,-1.214742
TBC1D17,TBC1D17,4.19168,-1.214796
NCOA4,NCOA4,5.853287,-1.214836
KCNJ15,KCNJ15,4.09294,-1.214953
TMC1,TMC1,2.255428,-1.214963
LOC100289949,LOC100289949,1.648466,-1.215022
KCNK18,KCNK18,3.96665,-1.21545
TRNAU1AP,TRNAU1AP,-3.211538,-1.215865
COLEC11,COLEC11,-8.533797,-1.216014
NOX5,NOX5,2.458035,-1.216035
MED19,MED19,-4.967179,-1.216087
NEIL3,NEIL3,2.692131,-1.216196
LINC00301,LINC00301,3.302342,-1.216273
BIRC7,BIRC7,-0.221502,-1.216337
KLHL20,KLHL20,11.839018,-1.217877
EIF3J,EIF3J,-3.654894,-1.218107
NEUROG1,NEUROG1,2.00356,-1.218201
C21orf62,C21orf62,-10.696308,-1.218499
SAFB,SAFB,3.042336,-1.219565
FARP2,FARP2,1.125193,-1.219834
VTI1B,VTI1B,-13.329925,-1.220274
C1orf93,C1orf93,-15.062834,-1.220955
ADH6,ADH6,2.27169,-1.221899
GNRH2,GNRH2,3.481863,-1.221997
MECOM,EVI1,-12.021472,-1.222369
TP53RK,TP53RK,-2.96432,-1.222432
LRRC69,LRRC69,4.749732,-1.222759
GPR17,GPR17,-3.552618,-1.222844
ABL2,ABL2,4.195062,-1.222851
SBSN,SBSN,5.561516,-1.223308
KRTAP25-1,KRTAP25-1,2.947745,-1.223468
POP1,POP1,8.286209,-1.224107
TTC25,TTC25,9.350076,-1.224492
NMD3,NMD3,7.379106,-1.224553
KIRREL1,KIRREL,-0.149991,-1.224565
PRRG4,PRRG4,-2.102466,-1.224573
BRDT,BRDT,3.198819,-1.224656
GPR153,GPR153,-1.336945,-1.224928
PGBD1,PGBD1,4.543374,-1.225164
C4orf48,C4orf48,3.837634,-1.22536
ZC3H14,ZC3H14,5.029002,-1.225632
TMPRSS11E2,TMPRSS11E2,2.907951,-1.225788
PTTG2,PTTG2,3.918333,-1.226352
SLC24A5,SLC24A5,8.747027,-1.226916
TSACC,C1orf182,-3.290162,-1.227384
FOXC1,FOXC1,7.249535,-1.227892
RARS2,RARS2,-0.753259,-1.228061
SLC6A2,SLC6A2,0.216503,-1.228345
HOXB9,HOXB9,2.058279,-1.228497
GBP4,GBP4,5.286781,-1.228624
TPCN2,TPCN2,1.383639,-1.228677
ARHGAP35,GRLF1,-4.742532,-1.229062
GPR182,GPR182,3.686431,-1.229251
NCOA6,NCOA6,0.182944,-1.229331
ANAPC1P1,ANAPC1P1,8.714702,-1.229787
KRT38,KRT38,2.76361,-1.230298
NUP62,NUP62,2.111194,-1.230513
TBPL2,TBPL2,0.892028,-1.231391
RP11-544M22.1,RP11-544M22.1,-11.886015,-1.231492
OR5D13,OR5D13,2.836219,-1.231593
STC1,STC1,-0.163469,-1.231621
KRT1,KRT1,-8.368981,-1.232137
WDR48,WDR48,-7.192695,-1.232541
LOC100131283,LOC100131283,-5.903616,-1.233531
OVOS,OVOS,-6.763699,-1.233544
ARIH2OS,C3orf71,-7.515323,-1.233888
LPXN,LPXN,2.56642,-1.233989
ZDHHC20,ZDHHC20,7.107703,-1.234125
UBAP2,UBAP2,-8.905893,-1.234424
SUSD4,SUSD4,-2.113664,-1.234492
KRTAP13-3,KRTAP13-3,0.36212,-1.234542
AMN,AMN,2.094341,-1.234599
CGGBP1,CGGBP1,3.153152,-1.234803
ARHGAP23,ARHGAP23,-6.12952,-1.235506
MSLNL,MSLNL,0.946205,-1.235648
HDAC2,HDAC2,-1.00404,-1.235904
WDR53,WDR53,6.221299,-1.236449
NAA60,NAT15,3.365507,-1.237673
CYTOR,LINC00152,-9.509367,-1.237716
NDUFC2,NDUFC2,-15.945711,-1.237766
AC004797.1,AC004797.1,3.246942,-1.238053
TPRKB,TPRKB,11.4067,-1.239156
MRPL45P2,MRPL45P2,-7.477508,-1.239847
HTR2B,HTR2B,5.92224,-1.239879
MIER1,MIER1,10.100681,-1.240482
LOC729732,LOC729732,3.130135,-1.240648
CTPS1,CTPS,1.137651,-1.240752
LOC100128922,LOC100128922,6.347512,-1.241602
BCS1L,BCS1L,-5.724884,-1.241987
PLXNB2,PLXNB2,-0.015494,-1.242863
PCDHGA11,PCDHGA11,11.372079,-1.242868
CR2,CR2,2.263258,-1.243456
ZCCHC24,ZCCHC24,1.67887,-1.243653
ZNF335,ZNF335,0.011078,-1.243795
TRAF1,TRAF1,2.677461,-1.244012
C18orf26,C18orf26,3.300261,-1.244155
SPRYD3,SPRYD3,-5.471951,-1.244171
SLC13A5,SLC13A5,-1.022503,-1.244265
VPS4B,VPS4B,4.758529,-1.244312
PRKAG1,PRKAG1,-7.397987,-1.244985
SFT2D3,SFT2D3,2.872769,-1.245202
SLC37A1,SLC37A1,-0.252608,-1.245334
SHQ1,SHQ1,4.840303,-1.245555
REEP6,REEP6,15.254994,-1.245638
HTRA2,HTRA2,-5.793511,-1.245975
PDE5A,PDE5A,-0.39788,-1.246746
SPRR2E,SPRR2E,5.617729,-1.246858
ATP5IF1,ATPIF1,-9.383629,-1.247089
MAML2,MAML2,-7.576482,-1.247173
ELF1,ELF1,0.154028,-1.247233
AL136419.1,AL136419.1,-5.400063,-1.247724
ANKRD36,ANKRD36,3.443896,-1.247991
RCAN1,RCAN1,9.866379,-1.248207
FAM197Y9,FAM197Y9,2.897795,-1.248375
CCDC174,C3orf19,9.685594,-1.248841
OR9G4,OR9G4,1.223949,-1.249169
