section	readout	atlas	construction	trait	method	estimate	se	p	n	note	source
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	dk	1lmm	baseline_thickness	SBayesRC	0.0081354	0.010849	0.45336	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	dk	perregion	baseline_thickness	SBayesRC	0.0086663	0.010843	0.42416	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	dk	1lmm	baseline_thickness	PRSCSX	0.00023749	0.01076	0.98239	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	dk	perregion	baseline_thickness	PRSCSX	0.00066611	0.010754	0.95061	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR GWAS -> EUR (primary)	dk	1lmm	global_slope	CT	-0.040926	0.014707	0.043311	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR GWAS -> EUR (primary)	dk	perregion	global_slope	CT	-0.046383	0.01465	0.012454	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR GWAS -> EUR (primary)	dk	1lmm	global_slope	PRSCS	-0.033552	0.014612	0.021717	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR GWAS -> EUR (primary)	dk	perregion	global_slope	PRSCS	-0.036187	0.014556	0.012957	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR GWAS -> EUR (primary)	dk	1lmm	global_slope	SBayesR	-0.0304	0.014617	0.037603	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR GWAS -> EUR (primary)	dk	perregion	global_slope	SBayesR	-0.035732	0.014558	0.014152	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR GWAS -> EUR (primary)	dk	1lmm	global_slope	SBayesRC	-0.030285	0.014588	0.037957	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR GWAS -> EUR (primary)	dk	perregion	global_slope	SBayesRC	-0.03477	0.01453	0.016755	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR GWAS -> EUR (primary)	dk	1lmm	global_slope	PRSCSX	-0.035782	0.014544	0.013923	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR GWAS -> EUR (primary)	dk	perregion	global_slope	PRSCSX	-0.033355	0.014489	0.021383	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> pooled zanc (primary)	dk	1lmm	global_slope	CT	-0.026912	0.01039	0.07686	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> pooled zanc (primary)	dk	perregion	global_slope	CT	-0.028557	0.010363	0.046949	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> pooled zanc (primary)	dk	1lmm	global_slope	PRSCS	-0.026755	0.010351	0.0097646	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> pooled zanc (primary)	dk	perregion	global_slope	PRSCS	-0.024121	0.010324	0.019493	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> pooled zanc (primary)	dk	1lmm	global_slope	SBayesR	-0.021679	0.010359	0.036408	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> pooled zanc (primary)	dk	perregion	global_slope	SBayesR	-0.021999	0.01033	0.033234	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> pooled zanc (primary)	dk	1lmm	global_slope	SBayesRC	-0.030107	0.010346	0.003624	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> pooled zanc (primary)	dk	perregion	global_slope	SBayesRC	-0.027607	0.010318	0.0074762	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> pooled zanc (primary)	dk	1lmm	global_slope	PRSCSX	-0.023521	0.010321	0.022694	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> pooled zanc (primary)	dk	perregion	global_slope	PRSCSX	-0.020192	0.010293	0.049836	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): ancestry-matched composite -> pooled (primary)	dk	1lmm	global_slope	CT	-0.029179	0.010474	0.042799	8596	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): ancestry-matched composite -> pooled (primary)	dk	perregion	global_slope	CT	-0.031195	0.010448	0.022704	8596	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): ancestry-matched composite -> pooled (primary)	dk	1lmm	global_slope	PRSCSX	-0.027867	0.010494	0.0079325	8596	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): ancestry-matched composite -> pooled (primary)	dk	perregion	global_slope	PRSCSX	-0.021891	0.01047	0.036568	8596	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> EUR (secondary)	dk	1lmm	global_slope	CT	-0.036244	0.014518	0.10065	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> EUR (secondary)	dk	perregion	global_slope	CT	-0.035395	0.014506	0.11781	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> EUR (secondary)	dk	1lmm	global_slope	PRSCS	-0.033479	0.01449	0.020915	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> EUR (secondary)	dk	perregion	global_slope	PRSCS	-0.033689	0.014433	0.01964	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> EUR (secondary)	dk	1lmm	global_slope	SBayesR	-0.023367	0.014483	0.10675	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> EUR (secondary)	dk	perregion	global_slope	SBayesR	-0.028323	0.014422	0.049613	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> EUR (secondary)	dk	1lmm	global_slope	SBayesRC	-0.030342	0.014469	0.036053	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> EUR (secondary)	dk	perregion	global_slope	SBayesRC	-0.033488	0.014409	0.020166	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> EUR (secondary)	dk	1lmm	global_slope	PRSCSX	-0.030929	0.014494	0.032907	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): multi GWAS -> EUR (secondary)	dk	perregion	global_slope	PRSCSX	-0.028919	0.014437	0.045224	4308	score=raw; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	dk	1lmm	global_slope	CT	-0.02813	0.010414	0.055405	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	dk	perregion	global_slope	CT	-0.036744	0.010384	0.0032363	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	dk	1lmm	global_slope	PRSCS	-0.028641	0.01045	0.0061417	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	dk	perregion	global_slope	PRSCS	-0.029686	0.010423	0.004408	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	dk	1lmm	global_slope	SBayesR	-0.03141	0.010501	0.0027893	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	dk	perregion	global_slope	SBayesR	-0.034347	0.010474	0.0010455	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	dk	1lmm	global_slope	SBayesRC	-0.031397	0.010445	0.0026553	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	dk	perregion	global_slope	SBayesRC	-0.032065	0.010418	0.0020913	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	dk	1lmm	global_slope	PRSCSX	-0.026	0.010371	0.012196	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	PRS beta (SD/SD): EUR weights -> pooled zanc (secondary)	dk	perregion	global_slope	PRSCSX	-0.024738	0.010344	0.016807	8596	score=zanc; p = threshold-adjusted for C+T	work/results_70tab/prs_scz2025/table_order_of_operations_scz2025.tsv
prs_scz2025	C+T min-p permutation (primary, EUR)	dk	perregion	baseline_thickness	CT			0.38981	4308	2000 family-block permutations; trait=SCZ25_EUR	work/results_70tab/prs_scz2025/table_minp_permutation.tsv
prs_scz2025	C+T min-p permutation (primary, EUR)	dk	perregion	global_slope	CT			0.0084958	4308	2000 family-block permutations; trait=SCZ25_EUR	work/results_70tab/prs_scz2025/table_minp_permutation.tsv
prs_scz2025	C+T min-p permutation (primary, full)	dk	perregion	baseline_thickness	CT			0.66517	8596	2000 family-block permutations; trait=SCZ25_META	work/results_70tab/prs_scz2025/table_minp_permutation.tsv
prs_scz2025	C+T min-p permutation (primary, full)	dk	perregion	global_slope	CT			0.014493	8596	2000 family-block permutations; trait=SCZ25_META	work/results_70tab/prs_scz2025/table_minp_permutation.tsv
prs_scz2025	C+T min-p permutation (secondary, EUR)	dk	perregion	baseline_thickness	CT			0.8031	4308	2000 family-block permutations; trait=SCZ25_META	work/results_70tab/prs_scz2025/table_minp_permutation.tsv
prs_scz2025	C+T min-p permutation (secondary, EUR)	dk	perregion	global_slope	CT			0.073463	4308	2000 family-block permutations; trait=SCZ25_META	work/results_70tab/prs_scz2025/table_minp_permutation.tsv
prs_scz2025	C+T min-p permutation (primary_matched, full)	dk	perregion	baseline_thickness	CT			0.66067	8596	2000 family-block permutations; trait=SCZ25_MATCHED	work/results_70tab/prs_scz2025/table_minp_permutation.tsv
prs_scz2025	C+T min-p permutation (primary_matched, full)	dk	perregion	global_slope	CT			0.018491	8596	2000 family-block permutations; trait=SCZ25_MATCHED	work/results_70tab/prs_scz2025/table_minp_permutation.tsv
prs_scz2025_strata	heterogeneity_PRSxStratum (all)	dk	perregion	global_slope	SBayesRC SCZ25_EUR			0.6007	8596		work/results_70tab/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	pooled_stratumFE (all)	dk	perregion	global_slope	SBayesRC SCZ25_EUR	-0.036895	0.0114	0.0012156	8596		work/results_70tab/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	within_stratum (EURanchor)	dk	perregion	global_slope	SBayesRC SCZ25_EUR	-0.03477	0.01453	0.016755	4308		work/results_70tab/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	within_stratum (EURlike)	dk	perregion	global_slope	SBayesRC SCZ25_EUR	-0.028476	0.013419	0.033876	5665		work/results_70tab/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	within_stratum (cluster1)	dk	perregion	global_slope	SBayesRC SCZ25_EUR	-0.04619	0.03464	0.18258	1623		work/results_70tab/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	within_stratum (cluster2)	dk	perregion	global_slope	SBayesRC SCZ25_EUR	-0.084469	0.033134	0.010964	928		work/results_70tab/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	within_stratum (cluster3)	dk	perregion	global_slope	SBayesRC SCZ25_EUR	-0.044129	0.053814	0.41274	380		work/results_70tab/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	heterogeneity_PRSxStratum (all)	dk	perregion	global_slope	SBayesRC SCZ25_META			0.1034	8596		work/results_70tab/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	pooled_stratumFE (all)	dk	perregion	global_slope	SBayesRC SCZ25_META	-0.027932	0.010333	0.0068801	8596		work/results_70tab/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	within_stratum (EURanchor)	dk	perregion	global_slope	SBayesRC SCZ25_META	-0.033488	0.014409	0.020166	4308		work/results_70tab/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	within_stratum (EURlike)	dk	perregion	global_slope	SBayesRC SCZ25_META	-0.025548	0.012651	0.043486	5665		work/results_70tab/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	within_stratum (cluster1)	dk	perregion	global_slope	SBayesRC SCZ25_META	0.00086949	0.024713	0.97194	1623		work/results_70tab/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	within_stratum (cluster2)	dk	perregion	global_slope	SBayesRC SCZ25_META	-0.087723	0.031062	0.0048487	928		work/results_70tab/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_strata	within_stratum (cluster3)	dk	perregion	global_slope	SBayesRC SCZ25_META	-0.065389	0.050177	0.19334	380		work/results_70tab/prs_scz2025/table_scz2025_strata.tsv
prs_scz2025_family	within-family beta_W (EUR, 726 pairs)	dk	perregion	global_slope	CT SCZ25_EUR	-0.096428	0.050677	0.057427	4308	beta_B=-0.042 (p 0.00637); p_diff=0.30	work/results_70tab/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (full, 1449 pairs)	dk	perregion	global_slope	CT SCZ25_EUR	-0.022707	0.054549	0.67726	8596	beta_B=-0.059 (p 0.000893); p_diff=0.53	work/results_70tab/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (EUR, 726 pairs)	dk	perregion	global_slope	CT SCZ25_META	-0.089955	0.051985	0.083944	4308	beta_B=-0.026 (p 0.0879); p_diff=0.24	work/results_70tab/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (full, 1449 pairs)	dk	perregion	global_slope	CT SCZ25_META	0.03362	0.065239	0.60638	8596	beta_B=-0.052 (p 0.0141); p_diff=0.21	work/results_70tab/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (EUR, 726 pairs)	dk	perregion	global_slope	PRSCS SCZ25_EUR	-0.062182	0.049442	0.20888	4308	beta_B=-0.034 (p 0.0269); p_diff=0.58	work/results_70tab/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (full, 1449 pairs)	dk	perregion	global_slope	PRSCS SCZ25_EUR	-0.033756	0.058718	0.56545	8596	beta_B=-0.058 (p 0.00283); p_diff=0.70	work/results_70tab/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (EUR, 726 pairs)	dk	perregion	global_slope	PRSCS SCZ25_META	-0.027478	0.048371	0.57015	4308	beta_B=-0.034 (p 0.0234); p_diff=0.89	work/results_70tab/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (full, 1449 pairs)	dk	perregion	global_slope	PRSCS SCZ25_META	0.027864	0.033698	0.40844	8596	beta_B=-0.029 (p 0.00668); p_diff=0.11	work/results_70tab/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (EUR, 726 pairs)	dk	perregion	global_slope	SBayesR SCZ25_EUR	-0.02164	0.049032	0.65908	4308	beta_B=-0.037 (p 0.015); p_diff=0.76	work/results_70tab/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (full, 1449 pairs)	dk	perregion	global_slope	SBayesR SCZ25_EUR	0.00071005	0.071104	0.99203	8596	beta_B=-0.094 (p 0.000106); p_diff=0.20	work/results_70tab/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (EUR, 726 pairs)	dk	perregion	global_slope	SBayesR SCZ25_META	-0.03009	0.047144	0.52348	4308	beta_B=-0.028 (p 0.0635); p_diff=0.97	work/results_70tab/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (full, 1449 pairs)	dk	perregion	global_slope	SBayesR SCZ25_META	0.039823	0.038974	0.30704	8596	beta_B=-0.034 (p 0.0097); p_diff=0.07	work/results_70tab/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (EUR, 726 pairs)	dk	perregion	global_slope	SBayesRC SCZ25_EUR	-0.034169	0.049285	0.48833	4308	beta_B=-0.035 (p 0.0221); p_diff=0.99	work/results_70tab/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (full, 1449 pairs)	dk	perregion	global_slope	SBayesRC SCZ25_EUR	-0.0037168	0.060939	0.95137	8596	beta_B=-0.069 (p 0.000626); p_diff=0.30	work/results_70tab/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (EUR, 726 pairs)	dk	perregion	global_slope	SBayesRC SCZ25_META	-0.014748	0.048146	0.75945	4308	beta_B=-0.035 (p 0.0194); p_diff=0.68	work/results_70tab/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (full, 1449 pairs)	dk	perregion	global_slope	SBayesRC SCZ25_META	0.023916	0.034694	0.4907	8596	beta_B=-0.034 (p 0.00227); p_diff=0.11	work/results_70tab/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (EUR, 726 pairs)	dk	perregion	global_slope	PRSCSX SCZ25_EUR	-0.053368	0.048	0.26655	4308	beta_B=-0.031 (p 0.0392); p_diff=0.66	work/results_70tab/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (full, 1449 pairs)	dk	perregion	global_slope	PRSCSX SCZ25_EUR	-0.006682	0.04645	0.88563	8596	beta_B=-0.038 (p 0.0114); p_diff=0.51	work/results_70tab/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (EUR, 726 pairs)	dk	perregion	global_slope	PRSCSX SCZ25_META	-0.027793	0.047304	0.557	4308	beta_B=-0.029 (p 0.0556); p_diff=0.98	work/results_70tab/prs_scz2025/table_scz2025_family.tsv
prs_scz2025_family	within-family beta_W (full, 1449 pairs)	dk	perregion	global_slope	PRSCSX SCZ25_META	0.023238	0.033269	0.48498	8596	beta_B=-0.026 (p 0.0172); p_diff=0.16	work/results_70tab/prs_scz2025/table_scz2025_family.tsv
prs_panel	PRS beta (SD/SD): SCZ_pooled -> full	dk	1lmm	baseline_thickness	CT	0.014698	0.010946	1	8596	score=zanc	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_pooled -> full	dk	perregion	baseline_thickness	CT	0.014969	0.01094	1	8596	score=zanc	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_pooled -> full	dk	1lmm	baseline_thickness	PRSCS	0.0021309	0.010821	0.8439	8596	score=zanc	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_pooled -> full	dk	perregion	baseline_thickness	PRSCS	0.0025872	0.010815	0.81094	8596	score=zanc	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_pooled -> full	dk	1lmm	baseline_thickness	SBayesR	0.012566	0.010882	0.24824	8596	score=zanc	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_pooled -> full	dk	perregion	baseline_thickness	SBayesR	0.012858	0.010876	0.23713	8596	score=zanc	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_pooled -> full	dk	1lmm	baseline_thickness	SBayesRC	0.0052876	0.010785	0.62396	8596	score=zanc	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
prs_panel	PRS beta (SD/SD): SCZ_pooled -> full	dk	perregion	baseline_thickness	SBayesRC	0.0059099	0.010779	0.58352	8596	score=zanc	work/results_70tab/prs_final_1lmm/table_order_of_operations_all.tsv
